ID,Date,Time,Weekday,Recipe,Ingredient,Planned Qty,Wastage Qty,Expected Waste Qty,Sales Qty,Unit,Unit Cost,Total Cost,Wastage Cost,Kitchen Station,Shift,Prep Method,Prep Time (mins),Shelf Life (days),Stock Received Date,Expiry Date,Supplier Name,Temperature (°C),Weather Condition,Peak Hour Flag,Branch,Branch Manager,Chef,Status,Chef_Feedback
854,24-Dec-24,13:30,Tuesday,Chicken Biryani,Chicken,49,10,4,37,kg,245,12005,2450,Pastry Station,Night,Grilled,41,2,18-Dec-24,20-Dec-24,Urban Harvest,27,Sunny,TRUE,Los Angeles - Downtown,James,Chef Anna,,
855,29-Jan-24,20:15,Monday,Tomato Soup,Tomato,37,4,5,31,kg,49,1813,196,Soup Station,Morning,Boiled,48,5,26-Jan-24,31-Jan-24,DailyDairy Ltd.,14,Cold,TRUE,Los Angeles - Downtown,James,Chef David,,
856,20-Aug-24,11:00,Tuesday,Soda,Mixed Veg,42,11,5,30,kg,70,2940,770,Pastry Station,Night,Boiled,42,3,16-Aug-24,19-Aug-24,Urban Harvest,23,Cloudy,FALSE,New York - Main,Robert,Chef John,,
857,22-Oct-24,17:15,Tuesday,Veg Fried Rice,Rice,16,4,1,12,kg,81,1296,324,Pastry Station,Morning,Boiled,35,180,21-Oct-24,19-Apr-25,DailyDairy Ltd.,30,Sunny,FALSE,Houston - Central,Emily,Chef Anna,,
858,06-Mar-25,15:45,Thursday,Ice Cream Sundae,Ice Cream,42,6,6,36,pieces,46,1932,276,Pastry Station,Morning,Frozen,34,30,05-Mar-25,04-Apr-25,FreshFarm Co.,10,Cold,FALSE,Houston - Central,Emily,Chef Lee,,
859,10-May-25,20:30,Saturday,Tomato Soup,Tomato,31,2,4,28,kg,42,1302,84,Salad Station,Morning,Boiled,21,5,03-May-25,08-May-25,Urban Harvest,16,Cold,TRUE,New York - Main,Robert,Chef David,,
860,11-Oct-24,17:45,Friday,Brownie,Chocolate,22,1,2,19,grams,188,4136,188,Main Course Station,Night,Baked,24,90,06-Oct-24,04-Jan-25,FreshFarm Co.,29,Sunny,FALSE,Houston - Central,Emily,Chef Lee,,
861,20-Dec-24,18:45,Friday,Veg Fried Rice,Rice,23,2,1,20,kg,81,1863,162,Main Course Station,Morning,Boiled,55,180,13-Dec-24,11-Jun-25,SpiceKart Foods,27,Cloudy,FALSE,Los Angeles - Downtown,James,Chef John,,
862,24-Nov-24,17:45,Sunday,Grilled Chicken,Chicken,27,2,2,24,kg,219,5913,438,Grill Station,Night,Grilled,40,2,21-Nov-24,23-Nov-24,GreenLeaf Suppliers,32,Sunny,FALSE,New York - Main,Robert,Chef David,,
863,29-Jan-25,07:15,Wednesday,Soda,Mixed Veg,50,14,7,36,kg,68,3400,952,Main Course Station,Morning,Boiled,44,3,28-Jan-25,31-Jan-25,SpiceKart Foods,22,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
864,13-Jul-24,18:00,Saturday,Ice Cream Sundae,Ice Cream,16,0,1,16,pieces,54,864,0,Grill Station,Morning,Frozen,41,30,07-Jul-24,06-Aug-24,SpiceKart Foods,23,Cloudy,FALSE,New York - Main,Robert,Chef Lee,,
865,13-Mar-24,09:30,Wednesday,Ice Cream Sundae,Ice Cream,14,0,1,11,pieces,50,700,0,Main Course Station,Afternoon,Frozen,26,30,07-Mar-24,06-Apr-24,FreshFarm Co.,28,Sunny,FALSE,Los Angeles - Downtown,James,Chef Maria,,
866,02-Sep-24,16:30,Monday,Cheeseburger,Cheese,34,6,3,26,grams,195,6630,1170,Main Course Station,Night,Raw,52,10,01-Sep-24,11-Sep-24,FreshFarm Co.,31,Sunny,FALSE,Houston - Central,Emily,Chef John,,
867,12-Nov-24,22:15,Tuesday,Spicy Chicken Wings,Chicken,34,2,2,32,kg,232,7888,464,Main Course Station,Morning,Grilled,32,2,05-Nov-24,07-Nov-24,FreshFarm Co.,12,Cold,FALSE,Houston - Central,Emily,Chef Maria,,
868,29-Mar-25,06:30,Saturday,Smoothie,Mixed Berries,7,0,1,7,grams,312,2184,0,Soup Station,Night,Raw,60,3,26-Mar-25,29-Mar-25,FreshFarm Co.,34,Hot,FALSE,Houston - Central,Emily,Chef John,,
869,02-Mar-24,18:30,Saturday,Cheeseburger,Cheese,16,1,2,12,grams,186,2976,186,Grill Station,Night,Raw,41,10,01-Mar-24,11-Mar-24,SpiceKart Foods,21,Rainy,FALSE,New York - Main,Robert,Chef John,,
870,19-Jun-24,12:45,Wednesday,Tacos,Mixed Veg,33,9,3,21,kg,65,2145,585,Grill Station,Morning,Boiled,38,3,15-Jun-24,18-Jun-24,FreshFarm Co.,13,Cold,TRUE,New York - Main,Robert,Chef Lee,,
871,27-Feb-24,19:15,Tuesday,Soda,Mixed Veg,28,3,4,24,kg,67,1876,201,Salad Station,Afternoon,Boiled,15,3,20-Feb-24,23-Feb-24,GreenLeaf Suppliers,23,Rainy,TRUE,Los Angeles - Downtown,James,Chef Anna,,
872,18-Apr-24,14:15,Thursday,Grilled Chicken,Chicken,37,5,4,30,kg,236,8732,1180,Main Course Station,Afternoon,Grilled,42,2,17-Apr-24,19-Apr-24,Urban Harvest,25,Sunny,FALSE,Houston - Central,Emily,Chef John,,
873,03-Apr-24,09:45,Wednesday,Paneer Butter Masala,Paneer,33,7,4,26,kg,301,9933,2107,Grill Station,Morning,Fried,15,3,28-Mar-24,31-Mar-24,FreshFarm Co.,23,Rainy,FALSE,New York - Main,Robert,Chef John,,
874,23-Dec-24,11:30,Monday,Tomato Soup,Tomato,15,1,1,11,kg,47,705,47,Soup Station,Afternoon,Boiled,19,5,16-Dec-24,21-Dec-24,FreshFarm Co.,29,Sunny,FALSE,Los Angeles - Downtown,James,Chef Lee,,
875,15-Feb-25,10:30,Saturday,Paneer Butter Masala,Paneer,25,4,2,19,kg,254,6350,1016,Salad Station,Morning,Fried,58,3,12-Feb-25,15-Feb-25,FreshFarm Co.,30,Sunny,FALSE,New York - Main,Robert,Chef Maria,,
876,02-Dec-24,17:30,Monday,Soda,Mixed Veg,27,3,3,21,kg,72,1944,216,Soup Station,Morning,Boiled,47,3,30-Nov-24,03-Dec-24,SpiceKart Foods,24,Rainy,FALSE,Houston - Central,Emily,Chef Maria,,
877,14-Mar-24,15:00,Thursday,Chicken Biryani,Chicken,9,1,1,7,kg,243,2187,243,Soup Station,Morning,Grilled,12,2,09-Mar-24,11-Mar-24,GreenLeaf Suppliers,26,Rainy,FALSE,New York - Main,Robert,Chef Anna,,
878,13-Jan-24,18:30,Saturday,Cheeseburger,Cheese,24,4,2,20,grams,210,5040,840,Salad Station,Afternoon,Raw,41,10,10-Jan-24,20-Jan-24,GreenLeaf Suppliers,33,Hot,FALSE,Los Angeles - Downtown,James,Chef Maria,,
879,06-Jan-25,16:00,Monday,Chocolate Milkshake,Milk,6,0,0,3,liters,55,330,0,Grill Station,Morning,Boiled,60,4,04-Jan-25,08-Jan-25,DailyDairy Ltd.,10,Cold,FALSE,Los Angeles - Downtown,James,Chef John,,
880,17-Sep-24,10:30,Tuesday,Mutton Curry,Mixed Veg,44,10,5,33,kg,65,2860,650,Main Course Station,Morning,Boiled,43,3,14-Sep-24,17-Sep-24,GreenLeaf Suppliers,26,Sunny,FALSE,Houston - Central,Emily,Chef Anna,,
881,14-Feb-25,17:30,Friday,Paneer Butter Masala,Paneer,35,7,4,26,kg,254,8890,1778,Grill Station,Afternoon,Fried,47,3,08-Feb-25,11-Feb-25,SpiceKart Foods,26,Sunny,FALSE,Houston - Central,Emily,Chef Anna,,
882,06-Aug-24,10:00,Tuesday,Pasta Alfredo,Pasta,49,11,5,37,kg,114,5586,1254,Soup Station,Morning,Boiled,26,365,31-Jul-24,31-Jul-25,DailyDairy Ltd.,28,Sunny,FALSE,Houston - Central,Emily,Chef David,,
883,20-Mar-25,18:00,Thursday,Pasta Alfredo,Pasta,20,5,2,15,kg,100,2000,500,Soup Station,Afternoon,Boiled,44,365,17-Mar-25,17-Mar-26,SpiceKart Foods,24,Cloudy,FALSE,New York - Main,Robert,Chef Lee,,
884,04-May-24,19:30,Saturday,Ice Cream Sundae,Ice Cream,21,1,2,17,pieces,45,945,45,Grill Station,Morning,Frozen,47,30,03-May-24,02-Jun-24,Urban Harvest,22,Cloudy,TRUE,Los Angeles - Downtown,James,Chef Anna,,
885,30-Sep-24,20:30,Monday,Veg Fried Rice,Rice,26,3,2,20,kg,93,2418,279,Pastry Station,Afternoon,Boiled,47,180,26-Sep-24,25-Mar-25,SpiceKart Foods,25,Rainy,TRUE,Houston - Central,Emily,Chef John,,
886,30-Nov-24,13:45,Saturday,Cheesecake,Cheese,25,3,2,21,grams,213,5325,639,Pastry Station,Morning,Raw,57,10,23-Nov-24,03-Dec-24,Urban Harvest,33,Hot,TRUE,Houston - Central,Emily,Chef Lee,,
887,23-May-25,13:00,Friday,Pasta Alfredo,Pasta,22,1,2,21,kg,111,2442,111,Grill Station,Morning,Boiled,36,365,19-May-25,19-May-26,FreshFarm Co.,24,Cloudy,TRUE,Houston - Central,Emily,Chef Lee,,
888,24-Jan-24,08:15,Wednesday,Cheesecake,Cheese,37,9,5,26,grams,202,7474,1818,Main Course Station,Morning,Raw,25,10,19-Jan-24,29-Jan-24,GreenLeaf Suppliers,25,Rainy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
889,31-Mar-24,19:15,Sunday,Brownie,Chocolate,7,1,0,6,grams,179,1253,179,Main Course Station,Night,Baked,20,90,25-Mar-24,23-Jun-24,SpiceKart Foods,28,Cloudy,TRUE,Houston - Central,Emily,Chef Anna,,
890,08-Aug-24,15:00,Thursday,Apple Pie,Mixed Veg,10,2,0,5,kg,68,680,136,Grill Station,Night,Boiled,58,3,04-Aug-24,07-Aug-24,Urban Harvest,28,Cloudy,FALSE,New York - Main,Robert,Chef Lee,,
891,20-Jul-24,12:00,Saturday,Tomato Soup,Tomato,17,2,1,13,kg,42,714,84,Pastry Station,Night,Boiled,46,5,19-Jul-24,24-Jul-24,FreshFarm Co.,30,Hot,TRUE,Los Angeles - Downtown,James,Chef Lee,,
892,23-Mar-24,15:45,Saturday,Cheeseburger,Cheese,34,7,4,25,grams,205,6970,1435,Pastry Station,Morning,Raw,47,10,18-Mar-24,28-Mar-24,GreenLeaf Suppliers,16,Cold,FALSE,New York - Main,Robert,Chef Maria,,
893,04-Jul-24,22:30,Thursday,Cheesecake,Cheese,43,9,5,33,grams,190,8170,1710,Pastry Station,Afternoon,Raw,35,10,02-Jul-24,12-Jul-24,GreenLeaf Suppliers,16,Cold,FALSE,Houston - Central,Emily,Chef John,,
894,29-Aug-24,12:30,Thursday,Tacos,Mixed Veg,44,4,4,40,kg,70,3080,280,Soup Station,Night,Boiled,21,3,27-Aug-24,30-Aug-24,SpiceKart Foods,15,Cold,TRUE,New York - Main,Robert,Chef John,,
895,05-Jan-24,15:45,Friday,Mushroom Soup,Tomato,27,3,2,23,kg,43,1161,129,Main Course Station,Afternoon,Boiled,44,5,04-Jan-24,09-Jan-24,Urban Harvest,33,Hot,FALSE,Houston - Central,Emily,Chef David,,
896,02-Jun-24,20:00,Sunday,Cheesecake,Cheese,30,7,2,20,grams,200,6000,1400,Main Course Station,Afternoon,Raw,29,10,01-Jun-24,11-Jun-24,GreenLeaf Suppliers,24,Rainy,TRUE,Houston - Central,Emily,Chef Lee,,
897,11-Nov-24,08:45,Monday,Mutton Curry,Mixed Veg,28,3,3,24,kg,70,1960,210,Soup Station,Night,Boiled,45,3,07-Nov-24,10-Nov-24,DailyDairy Ltd.,15,Cold,FALSE,Houston - Central,Emily,Chef John,,
898,25-Jan-25,22:45,Saturday,Grilled Chicken,Chicken,18,2,1,13,kg,222,3996,444,Soup Station,Morning,Grilled,22,2,22-Jan-25,24-Jan-25,SpiceKart Foods,13,Cold,FALSE,New York - Main,Robert,Chef Maria,,
899,29-Dec-24,18:00,Sunday,Soda,Mixed Veg,10,1,1,8,kg,71,710,71,Soup Station,Afternoon,Boiled,20,3,28-Dec-24,31-Dec-24,Urban Harvest,30,Hot,FALSE,New York - Main,Robert,Chef Maria,,
900,28-Apr-25,08:30,Monday,Chocolate Milkshake,Milk,28,1,2,26,liters,59,1652,59,Salad Station,Morning,Boiled,18,4,25-Apr-25,29-Apr-25,SpiceKart Foods,21,Rainy,FALSE,Houston - Central,Emily,Chef John,,
901,28-Oct-24,14:15,Monday,Chicken Biryani,Chicken,31,4,3,24,kg,238,7378,952,Salad Station,Afternoon,Grilled,34,2,27-Oct-24,29-Oct-24,SpiceKart Foods,12,Cold,FALSE,Houston - Central,Emily,Chef David,,
902,09-Oct-24,16:30,Wednesday,Tomato Soup,Tomato,7,0,0,4,kg,41,287,0,Grill Station,Afternoon,Boiled,56,5,07-Oct-24,12-Oct-24,DailyDairy Ltd.,23,Cloudy,FALSE,New York - Main,Robert,Chef David,,
903,11-Feb-24,22:45,Sunday,Chicken Biryani,Chicken,44,5,3,36,kg,252,11088,1260,Main Course Station,Afternoon,Grilled,51,2,08-Feb-24,10-Feb-24,SpiceKart Foods,31,Sunny,FALSE,Houston - Central,Emily,Chef John,,
904,25-Jan-24,21:30,Thursday,Ice Cream Sundae,Ice Cream,38,6,3,29,pieces,48,1824,288,Salad Station,Morning,Frozen,43,30,23-Jan-24,22-Feb-24,FreshFarm Co.,34,Hot,FALSE,New York - Main,Robert,Chef Lee,,
905,25-Jan-24,21:45,Thursday,Veg Fried Rice,Rice,38,5,5,30,kg,84,3192,420,Salad Station,Afternoon,Boiled,12,180,24-Jan-24,22-Jul-24,DailyDairy Ltd.,34,Hot,FALSE,Los Angeles - Downtown,James,Chef Lee,,
906,07-Mar-25,17:30,Friday,Veg Fried Rice,Rice,22,6,1,15,kg,89,1958,534,Salad Station,Morning,Boiled,46,180,28-Feb-25,27-Aug-25,FreshFarm Co.,25,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
907,04-May-24,07:00,Saturday,Mushroom Soup,Tomato,12,3,1,8,kg,49,588,147,Pastry Station,Morning,Boiled,38,5,03-May-24,08-May-24,GreenLeaf Suppliers,15,Cold,FALSE,New York - Main,Robert,Chef John,,
908,04-Mar-24,09:45,Monday,Pasta Alfredo,Pasta,19,3,1,15,kg,117,2223,351,Salad Station,Morning,Boiled,12,365,29-Feb-24,28-Feb-25,DailyDairy Ltd.,23,Cloudy,FALSE,Houston - Central,Emily,Chef John,,
909,08-Aug-24,11:00,Thursday,Fish Fingers,Mixed Veg,40,9,5,28,kg,69,2760,621,Salad Station,Morning,Boiled,44,3,01-Aug-24,04-Aug-24,DailyDairy Ltd.,29,Hot,FALSE,Houston - Central,Emily,Chef Maria,,
910,13-Feb-25,11:45,Thursday,Grilled Chicken,Chicken,40,8,4,29,kg,258,10320,2064,Pastry Station,Afternoon,Grilled,38,2,11-Feb-25,13-Feb-25,Urban Harvest,35,Hot,FALSE,Houston - Central,Emily,Chef John,,
911,23-Mar-25,21:30,Sunday,Mushroom Soup,Tomato,20,4,2,15,kg,45,900,180,Pastry Station,Afternoon,Boiled,28,5,17-Mar-25,22-Mar-25,DailyDairy Ltd.,31,Sunny,FALSE,Houston - Central,Emily,Chef John,,
912,09-Oct-24,07:45,Wednesday,Fish Fingers,Mixed Veg,46,13,5,32,kg,63,2898,819,Grill Station,Afternoon,Boiled,24,3,05-Oct-24,08-Oct-24,DailyDairy Ltd.,26,Rainy,FALSE,Los Angeles - Downtown,James,Chef David,,
913,08-May-24,14:00,Wednesday,Tacos,Mixed Veg,25,3,3,20,kg,71,1775,213,Grill Station,Morning,Boiled,31,3,02-May-24,05-May-24,DailyDairy Ltd.,27,Sunny,FALSE,Los Angeles - Downtown,James,Chef Maria,,
914,27-Sep-24,06:00,Friday,Tacos,Mixed Veg,19,3,2,16,kg,76,1444,228,Grill Station,Night,Boiled,14,3,21-Sep-24,24-Sep-24,SpiceKart Foods,33,Hot,FALSE,Los Angeles - Downtown,James,Chef David,,
915,10-Mar-24,13:45,Sunday,Smoothie,Mixed Berries,9,0,1,7,grams,282,2538,0,Pastry Station,Afternoon,Raw,21,3,06-Mar-24,09-Mar-24,DailyDairy Ltd.,31,Sunny,TRUE,Los Angeles - Downtown,James,Chef David,,
916,11-May-25,17:15,Sunday,Mutton Curry,Mixed Veg,6,0,0,3,kg,65,390,0,Pastry Station,Morning,Boiled,44,3,04-May-25,07-May-25,Urban Harvest,26,Rainy,FALSE,Los Angeles - Downtown,James,Chef Anna,,
917,28-Dec-24,11:00,Saturday,Paneer Butter Masala,Paneer,23,5,2,16,kg,279,6417,1395,Main Course Station,Morning,Fried,52,3,21-Dec-24,24-Dec-24,GreenLeaf Suppliers,21,Rainy,FALSE,Houston - Central,Emily,Chef Maria,,
918,03-Aug-24,14:45,Saturday,Brownie,Chocolate,6,0,0,5,grams,194,1164,0,Main Course Station,Morning,Baked,17,90,01-Aug-24,30-Oct-24,SpiceKart Foods,28,Cloudy,FALSE,Houston - Central,Emily,Chef John,,
919,23-Feb-24,14:30,Friday,Fish Fingers,Mixed Veg,46,6,3,38,kg,64,2944,384,Grill Station,Afternoon,Boiled,60,3,20-Feb-24,23-Feb-24,FreshFarm Co.,29,Hot,FALSE,New York - Main,Robert,Chef John,,
920,30-Oct-24,21:30,Wednesday,Brownie,Chocolate,24,1,3,23,grams,186,4464,186,Soup Station,Afternoon,Baked,56,90,26-Oct-24,24-Jan-25,FreshFarm Co.,28,Hot,FALSE,Los Angeles - Downtown,James,Chef Lee,,
921,19-Mar-25,19:15,Wednesday,Cheesecake,Cheese,28,6,2,19,grams,206,5768,1236,Soup Station,Afternoon,Raw,39,10,18-Mar-25,28-Mar-25,DailyDairy Ltd.,28,Hot,TRUE,Los Angeles - Downtown,James,Chef John,,
922,21-Jul-24,14:45,Sunday,Veg Fried Rice,Rice,32,4,3,28,kg,87,2784,348,Pastry Station,Morning,Boiled,57,180,18-Jul-24,14-Jan-25,FreshFarm Co.,26,Cloudy,FALSE,New York - Main,Robert,Chef John,,
923,02-Oct-24,16:45,Wednesday,Fish Fingers,Mixed Veg,36,5,4,31,kg,70,2520,350,Pastry Station,Night,Boiled,14,3,01-Oct-24,04-Oct-24,FreshFarm Co.,25,Sunny,FALSE,Los Angeles - Downtown,James,Chef Anna,,
924,07-May-24,22:15,Tuesday,Tacos,Mixed Veg,20,4,2,13,kg,67,1340,268,Pastry Station,Morning,Boiled,30,3,30-Apr-24,03-May-24,GreenLeaf Suppliers,21,Rainy,FALSE,Houston - Central,Emily,Chef John,,
925,09-Mar-25,08:15,Sunday,Cheeseburger,Cheese,17,3,2,11,grams,215,3655,645,Grill Station,Night,Raw,22,10,07-Mar-25,17-Mar-25,FreshFarm Co.,30,Hot,FALSE,Los Angeles - Downtown,James,Chef Lee,,
926,04-May-25,06:15,Sunday,Grilled Chicken,Chicken,35,1,3,33,kg,234,8190,234,Salad Station,Afternoon,Grilled,51,2,01-May-25,03-May-25,DailyDairy Ltd.,27,Cloudy,FALSE,Houston - Central,Emily,Chef John,,
927,27-Jun-24,18:45,Thursday,Tomato Soup,Tomato,31,7,4,21,kg,46,1426,322,Pastry Station,Afternoon,Boiled,29,5,20-Jun-24,25-Jun-24,FreshFarm Co.,31,Hot,FALSE,Houston - Central,Emily,Chef David,,
928,21-Mar-24,07:30,Thursday,Mutton Curry,Mixed Veg,30,5,4,25,kg,76,2280,380,Main Course Station,Afternoon,Boiled,25,3,20-Mar-24,23-Mar-24,Urban Harvest,21,Rainy,FALSE,New York - Main,Robert,Chef Lee,,
929,12-Feb-25,13:00,Wednesday,Grilled Chicken,Chicken,30,4,3,25,kg,232,6960,928,Grill Station,Night,Grilled,50,2,07-Feb-25,09-Feb-25,GreenLeaf Suppliers,18,Cold,TRUE,Houston - Central,Emily,Chef Anna,,
930,29-Jun-24,14:00,Saturday,Grilled Chicken,Chicken,50,4,4,44,kg,238,11900,952,Main Course Station,Night,Grilled,44,2,27-Jun-24,29-Jun-24,GreenLeaf Suppliers,31,Sunny,FALSE,Houston - Central,Emily,Chef Lee,,
931,16-Nov-24,16:00,Saturday,Fish Fingers,Mixed Veg,32,7,3,25,kg,66,2112,462,Soup Station,Afternoon,Boiled,60,3,09-Nov-24,12-Nov-24,Urban Harvest,28,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
932,23-Jan-24,12:45,Tuesday,Tacos,Mixed Veg,47,8,7,37,kg,69,3243,552,Grill Station,Afternoon,Boiled,26,3,21-Jan-24,24-Jan-24,FreshFarm Co.,35,Hot,TRUE,Houston - Central,Emily,Chef John,,
933,05-May-24,21:00,Sunday,Spicy Chicken Wings,Chicken,13,3,1,10,kg,236,3068,708,Salad Station,Morning,Grilled,22,2,03-May-24,05-May-24,Urban Harvest,21,Rainy,FALSE,Los Angeles - Downtown,James,Chef Anna,,
934,28-May-24,07:00,Tuesday,Paneer Butter Masala,Paneer,50,12,6,37,kg,305,15250,3660,Pastry Station,Night,Fried,11,3,25-May-24,28-May-24,FreshFarm Co.,15,Cold,FALSE,Los Angeles - Downtown,James,Chef Maria,,
935,22-May-25,08:30,Thursday,Apple Pie,Mixed Veg,44,3,5,38,kg,63,2772,189,Main Course Station,Morning,Boiled,57,3,15-May-25,18-May-25,DailyDairy Ltd.,31,Sunny,FALSE,New York - Main,Robert,Chef David,,
936,06-Jul-24,06:45,Saturday,Tomato Soup,Tomato,6,1,0,4,kg,49,294,49,Main Course Station,Afternoon,Boiled,58,5,01-Jul-24,06-Jul-24,SpiceKart Foods,10,Cold,FALSE,Los Angeles - Downtown,James,Chef John,,
937,22-Jul-24,19:45,Monday,Cheeseburger,Cheese,6,0,0,6,grams,213,1278,0,Soup Station,Afternoon,Raw,58,10,18-Jul-24,28-Jul-24,DailyDairy Ltd.,29,Hot,TRUE,New York - Main,Robert,Chef John,,
938,21-Feb-24,17:45,Wednesday,Veg Fried Rice,Rice,14,4,1,8,kg,98,1372,392,Soup Station,Morning,Boiled,21,180,14-Feb-24,12-Aug-24,FreshFarm Co.,26,Cloudy,FALSE,Houston - Central,Emily,Chef David,,
939,15-Feb-24,18:45,Thursday,Pasta Alfredo,Pasta,17,4,1,10,kg,103,1751,412,Pastry Station,Morning,Boiled,27,365,11-Feb-24,10-Feb-25,FreshFarm Co.,28,Cloudy,FALSE,Houston - Central,Emily,Chef Lee,,
940,23-Mar-24,15:45,Saturday,Tomato Soup,Tomato,49,5,6,41,kg,44,2156,220,Grill Station,Morning,Boiled,22,5,20-Mar-24,25-Mar-24,SpiceKart Foods,25,Sunny,FALSE,New York - Main,Robert,Chef David,,
941,02-Sep-24,22:00,Monday,Smoothie,Mixed Berries,19,1,2,17,grams,319,6061,319,Grill Station,Morning,Raw,33,3,30-Aug-24,02-Sep-24,GreenLeaf Suppliers,24,Rainy,FALSE,New York - Main,Robert,Chef John,,
942,01-Aug-24,09:15,Thursday,Grilled Chicken,Chicken,44,12,6,32,kg,242,10648,2904,Pastry Station,Afternoon,Grilled,42,2,28-Jul-24,30-Jul-24,DailyDairy Ltd.,14,Cold,FALSE,Houston - Central,Emily,Chef John,,
943,30-Dec-24,12:30,Monday,Chicken Biryani,Chicken,36,3,2,33,kg,249,8964,747,Grill Station,Morning,Grilled,18,2,25-Dec-24,27-Dec-24,Urban Harvest,28,Cloudy,TRUE,Houston - Central,Emily,Chef Maria,,
944,16-May-24,16:45,Thursday,Cheeseburger,Cheese,40,10,3,29,grams,187,7480,1870,Main Course Station,Night,Raw,58,10,15-May-24,25-May-24,SpiceKart Foods,34,Hot,FALSE,Los Angeles - Downtown,James,Chef Maria,,
945,30-Jul-24,14:15,Tuesday,Tomato Soup,Tomato,18,1,1,14,kg,49,882,49,Salad Station,Afternoon,Boiled,47,5,24-Jul-24,29-Jul-24,SpiceKart Foods,13,Cold,FALSE,Houston - Central,Emily,Chef Lee,,
946,07-Feb-24,20:15,Wednesday,Iced Tea,Ice Cream,15,3,1,9,pieces,55,825,165,Soup Station,Afternoon,Frozen,17,30,05-Feb-24,06-Mar-24,SpiceKart Foods,26,Rainy,TRUE,Houston - Central,Emily,Chef Lee,,
947,05-May-24,12:30,Sunday,Pasta Alfredo,Pasta,39,6,3,31,kg,101,3939,606,Salad Station,Morning,Boiled,44,365,02-May-24,02-May-25,GreenLeaf Suppliers,35,Hot,TRUE,New York - Main,Robert,Chef Maria,,
948,11-Jul-24,13:45,Thursday,Chicken Biryani,Chicken,16,3,2,13,kg,241,3856,723,Grill Station,Afternoon,Grilled,59,2,04-Jul-24,06-Jul-24,SpiceKart Foods,33,Hot,TRUE,New York - Main,Robert,Chef Anna,,
949,26-Mar-25,19:45,Wednesday,Tacos,Mixed Veg,17,1,1,14,kg,68,1156,68,Main Course Station,Morning,Boiled,24,3,20-Mar-25,23-Mar-25,GreenLeaf Suppliers,25,Sunny,TRUE,Houston - Central,Emily,Chef Lee,,
950,04-Sep-24,22:15,Wednesday,Iced Tea,Ice Cream,13,3,1,8,pieces,49,637,147,Grill Station,Morning,Frozen,47,30,29-Aug-24,28-Sep-24,Urban Harvest,29,Sunny,FALSE,Houston - Central,Emily,Chef David,,
951,18-Nov-24,17:00,Monday,Tacos,Mixed Veg,18,4,2,12,kg,73,1314,292,Pastry Station,Morning,Boiled,43,3,15-Nov-24,18-Nov-24,DailyDairy Ltd.,24,Rainy,FALSE,Houston - Central,Emily,Chef Maria,,
952,06-Jan-25,20:45,Monday,Fish Fingers,Mixed Veg,23,1,1,19,kg,70,1610,70,Pastry Station,Morning,Boiled,19,3,31-Dec-24,03-Jan-25,DailyDairy Ltd.,26,Rainy,TRUE,New York - Main,Robert,Chef Maria,,
953,10-May-24,19:15,Friday,Soda,Mixed Veg,36,9,4,26,kg,69,2484,621,Pastry Station,Night,Boiled,52,3,06-May-24,09-May-24,FreshFarm Co.,29,Sunny,TRUE,New York - Main,Robert,Chef Lee,,
954,21-Apr-24,14:15,Sunday,Mutton Curry,Mixed Veg,8,1,0,7,kg,71,568,71,Pastry Station,Morning,Boiled,55,3,15-Apr-24,18-Apr-24,FreshFarm Co.,25,Sunny,FALSE,Houston - Central,Emily,Chef Maria,,
955,06-Apr-25,21:15,Sunday,Tomato Soup,Tomato,21,1,1,17,kg,43,903,43,Main Course Station,Night,Boiled,15,5,05-Apr-25,10-Apr-25,Urban Harvest,15,Cold,FALSE,Houston - Central,Emily,Chef Lee,,
956,03-Jan-24,10:30,Wednesday,Tomato Soup,Tomato,50,9,5,40,kg,47,2350,423,Salad Station,Afternoon,Boiled,21,5,30-Dec-23,04-Jan-24,SpiceKart Foods,29,Sunny,FALSE,Los Angeles - Downtown,James,Chef John,,
957,19-Feb-24,08:45,Monday,Chicken Biryani,Chicken,22,5,1,14,kg,241,5302,1205,Salad Station,Afternoon,Grilled,54,2,18-Feb-24,20-Feb-24,GreenLeaf Suppliers,20,Rainy,FALSE,Los Angeles - Downtown,James,Chef Maria,,
958,25-Jan-25,20:15,Saturday,Chicken Biryani,Chicken,21,2,2,17,kg,230,4830,460,Soup Station,Afternoon,Grilled,54,2,22-Jan-25,24-Jan-25,SpiceKart Foods,21,Rainy,TRUE,Houston - Central,Emily,Chef John,,
959,01-Mar-25,07:30,Saturday,Smoothie,Mixed Berries,27,4,2,20,grams,289,7803,1156,Soup Station,Morning,Raw,22,3,24-Feb-25,27-Feb-25,GreenLeaf Suppliers,23,Cloudy,FALSE,New York - Main,Robert,Chef Lee,,
960,07-Jan-24,17:45,Sunday,Cheesecake,Cheese,39,6,3,31,grams,214,8346,1284,Pastry Station,Morning,Raw,31,10,06-Jan-24,16-Jan-24,GreenLeaf Suppliers,17,Cold,FALSE,Houston - Central,Emily,Chef Maria,,
